 5
 350 456 140
 0 0 0 1 3 756 0 139 0 0 0 1 8.700000 -0.295000
 3 710 0 2 3 684 0 3 0 0 0 0 5.060000 -0.225000
 0 3 0 4 3 668 0 5 0 0 0 0 4.620000 -0.215000
 0 5 0 6 3 650 0 7 0 0 0 0 4.200000 -0.205000
 0 7 0 8 3 630 0 9 0 0 0 0 3.800000 -0.195000
 0 9 0 10 3 608 0 11 0 0 0 0 3.420000 -0.185000
 0 11 0 12 3 584 3 530 0 0 0 0 3.060000 -0.175000
 3 495 0 13 0 14 0 15 0 0 0 0 2.100000 -0.145000
 0 15 0 16 0 17 0 18 0 0 0 0 1.820000 -0.135000
 0 18 0 19 4 2 0 20 0 0 0 0 1.560000 -0.125000
 0 20 0 21 4 13 0 22 0 0 0 0 1.320000 -0.115000
 0 22 0 23 4 23 0 24 0 0 0 0 1.100000 -0.105000
 0 24 4 35 0 25 0 0 0 0 0 1 0.899296 -0.106422
 0 25 4 49 0 26 0 1 0 0 0 1 0.717753 -0.116436
 0 26 4 65 0 27 0 2 0 0 0 1 0.555970 -0.120790
 0 27 4 83 0 28 0 3 0 0 0 1 0.414005 -0.119549
 0 28 4 103 0 29 0 4 0 0 0 1 0.291954 -0.112799
 0 29 4 125 0 30 0 5 0 0 0 1 0.189947 -0.100743
 0 30 4 149 0 31 0 6 0 0 0 1 0.108106 -0.083927
 0 31 4 175 0 32 0 7 0 0 0 1 0.046501 -0.063189
 0 32 0 33 0 34 0 8 0 0 0 1 0.005147 -0.039436
 0 34 0 35 0 36 0 9 0 0 0 1 -0.015699 -0.013457
 0 36 2 2 0 37 0 10 0 0 0 1 -0.015699 0.013457
 0 37 2 9 0 38 0 11 0 0 0 1 0.005147 0.039436
 0 38 2 17 0 39 0 12 0 0 0 1 0.046501 0.063189
 0 39 2 27 0 40 0 13 0 0 0 1 0.108106 0.083927
 0 40 2 39 0 41 0 14 0 0 0 1 0.189947 0.100743
 0 41 2 53 0 42 0 15 0 0 0 1 0.291954 0.112799
 0 42 2 69 0 43 0 16 0 0 0 1 0.414005 0.119549
 0 43 2 87 0 44 0 17 0 0 0 1 0.555969 0.120790
 0 44 2 107 0 45 0 18 0 0 0 1 0.717753 0.116436
 0 45 2 129 0 46 0 19 0 0 0 1 0.899296 0.106422
 0 23 0 46 2 153 0 47 0 0 0 0 1.100000 0.105000
 0 21 0 47 2 179 0 48 0 0 0 0 1.320000 0.115000
 0 19 0 48 2 207 0 49 0 0 0 0 1.560000 0.125000
 0 16 0 49 0 50 0 51 0 0 0 0 1.820000 0.135000
 0 13 0 51 0 52 3 465 0 0 0 0 2.100000 0.145000
 3 531 3 464 0 53 0 54 0 0 0 0 2.720000 0.165000
 0 12 0 54 0 55 0 56 0 0 0 0 3.060000 0.175000
 0 10 0 56 1 6 0 57 0 0 0 0 3.420000 0.185000
 0 8 0 57 1 23 0 58 0 0 0 0 3.800000 0.195000
 0 6 0 58 1 37 0 59 0 0 0 0 4.200000 0.205000
 0 4 0 59 1 53 0 60 0 0 0 0 4.620000 0.215000
 0 2 0 60 1 70 0 61 0 0 0 0 5.060000 0.225000
 3 711 0 61 0 62 0 63 0 0 0 0 5.520000 0.235000
 3 723 0 63 0 64 0 65 0 0 0 0 6.000000 0.245000
 3 733 0 65 0 66 3 748 0 0 0 0 6.500000 0.255000
 0 0 3 757 0 67 0 20 0 0 0 1 8.700000 0.295000
 0 1 0 68 3 752 0 138 0 0 0 1 8.680000 -0.885000
 0 14 3 528 0 69 0 70 0 0 0 0 2.080000 -0.435000
 0 17 0 70 0 71 4 3 0 0 0 0 1.800000 -0.405000
 0 33 4 174 0 72 0 73 0 0 0 0 -0.030012 -0.068608
 0 35 0 73 0 74 2 3 0 0 0 0 -0.051429 -0.023170
 0 50 2 206 0 75 0 76 0 0 0 0 1.800000 0.405000
 0 52 0 76 0 77 3 435 0 0 0 0 2.080000 0.435000
 0 53 3 433 0 78 0 79 0 0 0 0 2.700000 0.495000
 0 55 0 79 0 80 1 7 0 0 0 0 3.040000 0.525000
 0 62 1 71 1 108 0 81 0 0 0 0 5.500000 0.705000
 0 64 0 81 1 130 0 82 0 0 0 0 5.980000 0.735000
 0 66 0 82 1 153 0 83 0 0 0 0 6.480000 0.765000
 3 747 0 83 0 84 0 85 0 0 0 0 7.000000 0.795000
 3 754 0 85 0 86 0 87 0 0 0 0 7.540000 0.825000
 3 758 0 87 0 88 0 89 0 0 0 0 8.100000 0.855000
 0 67 0 89 0 90 0 21 0 0 0 1 8.680000 0.885000
 0 68 0 91 3 745 0 137 0 0 0 1 8.640000 -1.475000
 0 69 3 498 0 92 0 93 0 0 0 0 2.040000 -0.725000
 0 71 0 93 4 7 4 10 0 0 0 0 1.760000 -0.675000
 0 72 4 200 0 94 0 95 0 0 0 0 -0.084072 -0.097779
 0 74 0 95 0 96 2 6 0 0 0 0 -0.106018 -0.032884
 0 75 2 234 0 97 0 98 0 0 0 0 1.760000 0.675000
 0 77 0 98 0 99 0 100 0 0 0 0 2.040000 0.725000
 3 434 0 100 0 101 0 102 0 0 0 0 2.340000 0.775000
 0 78 0 102 0 103 0 104 0 0 0 0 2.660000 0.825000
 0 80 0 104 1 17 1 20 0 0 0 0 3.000000 0.875000
 0 84 1 154 1 203 0 105 0 0 0 0 6.960000 1.325000
 0 86 0 105 1 231 0 106 0 0 0 0 7.500000 1.375000
 0 88 0 106 1 260 0 107 0 0 0 0 8.060000 1.425000
 0 90 0 107 0 108 0 22 0 0 0 1 8.640000 1.475000
 0 91 0 109 3 739 0 136 0 0 0 1 8.580000 -2.065000
 3 499 3 502 0 110 0 111 0 0 0 0 2.280000 -1.085000
 0 92 0 111 0 112 4 6 0 0 0 0 1.980000 -1.015000
 0 94 4 225 0 113 0 114 0 0 0 0 -0.157032 -0.126951
 0 96 0 114 0 115 2 12 0 0 0 0 -0.179466 -0.042597
 0 97 2 261 0 116 0 117 0 0 0 0 1.700000 0.945000
 0 99 0 117 0 118 0 119 0 0 0 0 1.980000 1.015000
 0 101 0 119 1 3 0 120 0 0 0 0 2.280000 1.085000
 0 103 0 120 1 13 1 16 0 0 0 0 2.600000 1.155000
 0 108 1 261 0 121 0 23 0 0 0 1 8.580000 2.065000
 0 109 0 122 3 731 0 135 0 0 0 1 8.500000 -2.655000
 0 110 3 468 0 123 0 124 0 0 0 0 2.200000 -1.395000
 0 112 0 124 0 125 4 16 0 0 0 0 1.900000 -1.305000
 0 113 4 250 0 126 0 127 0 0 0 0 -0.248893 -0.156122
 0 115 0 127 0 128 2 20 0 0 0 0 -0.271771 -0.052310
 0 116 2 288 0 129 0 130 0 0 0 0 1.620000 1.215000
 0 118 0 130 0 131 1 2 0 0 0 0 1.900000 1.305000
 0 121 1 290 0 132 0 24 0 0 0 1 8.500000 2.655000
 0 122 0 133 3 721 0 134 0 0 0 1 8.400000 -3.245000
 0 123 3 438 0 134 0 135 0 0 0 0 2.100000 -1.705000
 0 125 0 135 0 136 4 26 0 0 0 0 1.800000 -1.595000
 0 126 4 275 0 137 0 138 0 0 0 0 -0.359654 -0.185294
 0 128 0 138 0 139 2 30 0 0 0 0 -0.382936 -0.062024
 0 129 2 315 0 140 0 141 0 0 0 0 1.520000 1.485000
 0 131 0 141 0 142 1 10 0 0 0 0 1.800000 1.595000
 0 132 1 319 0 143 0 25 0 0 0 1 8.400000 3.245000
 0 133 0 144 3 708 0 133 0 0 0 1 8.280000 -3.835000
 0 134 3 407 0 145 0 146 0 0 0 0 1.980000 -2.015000
 0 136 0 146 0 147 4 38 0 0 0 0 1.680000 -1.885000
 0 137 4 308 0 148 0 149 0 0 0 0 -0.489316 -0.214466
